created_at,text,clean-text,location,place
Sat Nov 13 09:55:46 +0000 2021,b'Ah.. once again.\nMercy God \xf0\x9f\x99\x8f https://t.co/ORGsB4Uk7l',ah once again mercy god,"Dubai, Ajman, Karachi","Karachi, Pakistan"
Sat Nov 13 09:57:28 +0000 2021,"b'Happy Wife, Happy Life. Pre Breech Birthday @cm_maine 2021 (covid19) @ Henann Resort Alona Beach, Bohol https://t.co/aODev0oEvl'",happy wife happy life pre breech birthday 2021 covid19 henann resort alona beach bohol,tagbilaran city,"Panglao, Central Visayas"
Sat Nov 13 09:57:03 +0000 2021,b'The Urgency of Getting you out of No 10 is more evident than ever https://t.co/SQdwGXfN3a',the urgency of getting you out of no 10 is more evident than ever,"Essex, UK","Hackney, London"
Sat Nov 13 09:59:29 +0000 2021,b'Good kick start this morning after years of Covid19! @ SAFC Kajang ABSIK &amp; Sg Kantan https://t.co/KP0J4CH9G8',good kick start this morning after years of covid19 safc kajang absik amp sg kantan,"Kajang, Selangor","Kajang, Selangor"
Sat Nov 13 10:00:03 +0000 2021,"b""Really excited to come back to Pakistan upcoming week. \xe2\x99\xa5\xef\xb8\x8f\n\nCan't describe the feeling but also nervous about travel\xe2\x80\xa6 https://t.co/uVsbQCsgU4""",really excited to come back to pakistan upcoming week cant describe the feeling but also nervous about travel,Dubai | United Arab Emirates,"Dubai, United Arab Emirates"
Sat Nov 13 10:02:53 +0000 2021,b'@RoflMallika @awakenindiamvmt @PMOIndia @mansukhmandviya @pfizer @VPSecretariat @TarekFatah @VipassanaOrg\xe2\x80\xa6 https://t.co/kvzLxqJjLP',,"Mumbai, India","Mumbai, India"
Sat Nov 13 10:04:39 +0000 2021,"b'Why Did You see Blood Moons in the Sky:It\xe2\x80\x99s Warning n that Allout Nuclear War Is Coming.Russia n China,Eu is Ready\xe2\x80\xa6 https://t.co/7mY6Ebdodc'",why did you see blood moons in the sky it s warning n that allout nuclear war is coming russia n china eu is ready,,"Kaneohe, HI"
Sat Nov 13 10:03:07 +0000 2021,b'#COVID19 #Johnson \xe2\x80\x9cWe\xe2\x80\x99ve been here before. We remember what happens when the wave starts rolling in\xe2\x80\x9d Hollow words.\xe2\x80\xa6 https://t.co/dEJRDNMANo',we ve been here before we remember what happens when the wave starts rolling in hollow words,"Leicester, England","Leicester, England"
Sat Nov 13 10:05:05 +0000 2021,"b'RUSSIA REPORTS. \n         \xf0\x9f\x98\xb3   1,241 NEW DEATHS\n                39,256 NEW CASES \n                         ONE DAY. https://t.co/4ENymqdQSJ'",russia reports 1 241 new deaths 39 256 new cases one day,Texas,"Texas, USA"
Sat Nov 13 10:09:46 +0000 2021,b'#Vietnam\xe2\x80\x99s Phu Quy Island detects first-ever #COVID19 community cases\nhttps://t.co/ZVwAb3hsGg',s phu quy island detects first ever community cases,"Ho Chi Minh City, Vietnam","Đồng Tháp, Vietnam"
Sat Nov 13 10:10:45 +0000 2021,"b""@Big_Dave_Reid @craigluck1 @WatchChad @1MoniqueWorthy I'm trans. They're already getting plenty of my $ in HRT, sur\xe2\x80\xa6 https://t.co/fWnvplsX5b""",im trans theyre already getting plenty of my in hrt sur,"Austin, TX","Austin, TX"
Sat Nov 13 10:16:25 +0000 2021,b'This is self explanatory. Please watch.\xf0\x9f\x99\x82 https://t.co/vpVl5GHaOH',this is self explanatory please watch,Australia,"Perth, Western Australia"
Sat Nov 13 10:16:52 +0000 2021,b'@ChristineMilne @ScottMorrisonMP These idiots are the reason Victoria is having more problems with spread of virus.\xe2\x80\xa6 https://t.co/g6i11nEz8q',these idiots are the reason victoria is having more problems with spread of virus,,"New South Wales, Australia"
Sat Nov 13 10:19:06 +0000 2021,"b'Good morning my people, Isn\xe2\x80\x99t beautiful this place one of my favourite places to come for a cocktail the Esplanada\xe2\x80\xa6 https://t.co/OQPhgg6kZa'",good morning my people isn t beautiful this place one of my favourite places to come for a cocktail the esplanada,London England,Republic of Croatia
Sat Nov 13 10:18:06 +0000 2021,"b""In real life...it's simple. https://t.co/6EkHUR5hrS""",in real life its simple,"Copenhagen, Denmark","Copenhagen, Denmark"
Sat Nov 13 10:19:45 +0000 2021,b'A Herculean task well managed by @mybmc\n#Mumbai has successfully achieved the set target of administering the First\xe2\x80\xa6 https://t.co/TBzLZVH7yA',a herculean task well managed by has successfully achieved the set target of administering the first,Mumbai,"Mumbai, India"
Sat Nov 13 10:21:34 +0000 2021,"b'QatART Makers Market is going to be held on Fri 19 Nov 2021, at #Katara Art Studios, building 19, from 3 pm\xe2\x80\xa6 https://t.co/1IRGIo4rYt'",qatart makers market is going to be held on fri 19 nov 2021 at art studios building 19 from 3 pm,"Doha, Qatar","Doha, Qatar"
Sat Nov 13 10:24:51 +0000 2021,b'Inflows through Roshan Digital Account (RDA) reached $2.7 billion in October since its launch in September 2020 ref\xe2\x80\xa6 https://t.co/ULrLw06YrR',inflows through roshan digital account rda reached 2 7 billion in october since its launch in september 2020 ref,Ksa,"Jeddah, Kingdom of Saudi Arabia"
Sat Nov 13 10:23:48 +0000 2021,b'Heck \xf0\x9f\x98\xa6 https://t.co/8QCZ5nZR1d',heck,"Canterbury, England","Canterbury, England"
Sat Nov 13 10:28:55 +0000 2021,b'Go and get your #COVID19 jab.\n#VaccinesSaveLives\n#VoomaWeekend https://t.co/Zo6YxNUWmb',go and get your jab,South Africa- Gauteng,"Pretoria, South Africa"
Sat Nov 13 10:28:55 +0000 2021,b'Amazing video: How COVID-19 mRNA Vaccines Work https://t.co/LS5LCByvZX via @YouTube',amazing video how covid 19 mrna vaccines work via,"Berlin, Germany","Berlin, Germany"
Sat Nov 13 10:29:06 +0000 2021,b'Please do your best to work on the issues various domestic and international events including the revision of the J\xe2\x80\xa6 https://t.co/Z2RbamEo8o',please do your best to work on the issues various domestic and international events including the revision of the j,千葉県流山市,"Kashiwa-shi, Chiba"
Sat Nov 13 10:32:00 +0000 2021,b'Bill Clinton booking a flight to Vienna? https://t.co/jf19wA4Tc9',bill clinton booking a flight to vienna,"Occupied Brentwood, CA ","Antioch, CA"
Sat Nov 13 10:30:45 +0000 2021,b'@ZoneZeroNYC @realBobNolan @JloLoren I never stopped going in. Wear a mask in the subway. Not in the office. Co-wor\xe2\x80\xa6 https://t.co/AUcOrBoc4p',i never stopped going in wear a mask in the subway not in the office co wor,Greater NYC,"Bronx, NY"
Sat Nov 13 10:31:04 +0000 2021,b'@CasualGamer9076 @RoflMallika @awakenindiamvmt @PMOIndia @mansukhmandviya @pfizer @VPSecretariat @TarekFatah\xe2\x80\xa6 https://t.co/xeenA2iKAr',,"Mumbai, India","Mumbai, India"
Sat Nov 13 10:30:59 +0000 2021,b'BUMMER! https://t.co/jJA1blfg9Z',bummer,"Redwood City, CA","Redwood City, CA"
Sat Nov 13 10:34:07 +0000 2021,b'Ok but where\xe2\x80\x99s the seasonality effect here? It\xe2\x80\x99s nice in az everyone is going outside not inside @Wildest_Ride https://t.co/ioy7FLFcYY',ok but where s the seasonality effect here it s nice in az everyone is going outside not inside,Inland Empire by way of PHX,"Eastvale, CA"
Sat Nov 13 10:36:32 +0000 2021,"b'Vaccination bus, times and location for the weeks ahead. https://t.co/4x3u9PBTI5'",vaccination bus times and location for the weeks ahead,"Liverpool, England","Liverpool, England"
Sat Nov 13 10:36:06 +0000 2021,"b'Very good video: how do mRNA vaccines work? Show it to everybody, including already vaccinated, to help them unders\xe2\x80\xa6 https://t.co/aUmWWVIHzO'",very good video how do mrna vaccines work show it to everybody including already vaccinated to help them unders,"Munich, Bavaria","Munich, Germany"
Sat Nov 13 10:41:41 +0000 2021,b'Germany brings back free COVID-19 antigen tests. \n\nFrom Saturday (13.11) everyone in Germany has the right to at le\xe2\x80\xa6 https://t.co/SGNgeRzgi9',germany brings back free covid 19 antigen tests from saturday 13 11 everyone in germany has the right to at le,Berlin via Leeds/Leipzig/Bonn,"Bonn, Germany"
Sat Nov 13 10:44:07 +0000 2021,b'Sitting in 1st on Irish Rail train &amp; multiple ppl not wearing masks - mainly under 30s.\nGuards not a bit bothered.\xe2\x80\xa6 https://t.co/dbgF92qGMI',sitting in 1st on irish rail train amp multiple ppl not wearing masks mainly under 30s guards not a bit bothered,Dublin/London,"Dublin City, Ireland"
Sat Nov 13 10:44:54 +0000 2021,"b""@Ange_Sandgrown @IndependentSage Masks don't work vaccines do Covid19 now less deadly than flu.""",masks dont work vaccines do covid19 now less deadly than flu,UK,"Manchester, England"
Sat Nov 13 10:44:59 +0000 2021,"b'Free Hepatitis B, Hepatitis C, Blood Glucose (Sugar) , Blood Group Screaming Camp at Village Chak Satia Wazisrabad\xe2\x80\xa6 https://t.co/AeqZup0t0u'",free hepatitis b hepatitis c blood glucose sugar blood group screaming camp at village chak satia wazisrabad,Islamabad Pakistan,G-8 Markaz
Sat Nov 13 10:46:25 +0000 2021,b'Tennessee Gov. Bill Lee signs sweeping COVID-19 legislation into law https://t.co/hRc3JpuhVw via @dnj_com\n.\n-Tennes\xe2\x80\xa6 https://t.co/mTGQCFodZR',tennessee gov bill lee signs sweeping covid 19 legislation into law via tennes,"Santa Cruz, CA","Santa Cruz, CA"
Sat Nov 13 10:47:42 +0000 2021,b'Starting interation #Covid100PercentVaccinationChallange Campaign #HarGharDastak with students regarding Covid-19 V\xe2\x80\xa6 https://t.co/uC9PAemw48',starting interation campaign with students regarding covid 19 v,"Muzaffarnagar, India","Muzaffarnagar, India"
Sat Nov 13 10:46:17 +0000 2021,b'Join us \xf0\x9f\x92\x9c https://t.co/7SLlYqjgUc',join us,"Halifax, Nova Scotia","Halifax, Nova Scotia"
Sat Nov 13 10:51:30 +0000 2021,b'Mekong Delta provinces struggling with thousands of #COVID19 cases every day\nhttps://t.co/Wdsih34lFC',mekong delta provinces struggling with thousands of cases every day,"Ho Chi Minh City, Vietnam","Đồng Tháp, Vietnam"
Sat Nov 13 10:52:32 +0000 2021,b'What a world \xf0\x9f\x98\x82 #Corona #coronabeleid #coronavirus https://t.co/LfSNhZlDko',what a world,Brussels,"Dilbeek, België"
Sat Nov 13 10:51:05 +0000 2021,"b""Nearly 80 percent of India's eligible population administered first dose of Covid-19 vaccine\xe2\x80\xa6 https://t.co/c8ANGD6RTx""",nearly 80 percent of indias eligible population administered first dose of covid 19 vaccine,,"New Delhi, India"
Sat Nov 13 10:53:42 +0000 2021,"b'I am atypical.\nIn first day of recovered officially from covid19 ,\nI listened to @SamHarrisOrg\nExplain the illusion\xe2\x80\xa6 https://t.co/bTRfvhlQjj'",i am atypical in first day of recovered officially from covid19 i listened to explain the illusion,,"North-East Region, Singapore"
Sat Nov 13 10:53:43 +0000 2021,b'Reminder that most buildings back in the UK don\xe2\x80\x99t have A/C. https://t.co/cjGzSxqLhH',reminder that most buildings back in the uk don t have a c,"TEXAS, USA","Texas, USA"
Sat Nov 13 10:56:59 +0000 2021,"b""Cake Anyone? by @LizChamps is wonderfully written &amp; amusing. It captures the chaos, confusion &amp; comedy of Liz's dai\xe2\x80\xa6 https://t.co/1roimf8rxO""",cake anyone by is wonderfully written amp amusing it captures the chaos confusion amp comedy of lizs dai,Wherever Life Takes Me,"Sheffield, England"
Sat Nov 13 10:56:30 +0000 2021,"b'Am on a busy train and hardly anyone is wearing a facemask. I mean wtaf, do people actually enjoy being in a pandem\xe2\x80\xa6 https://t.co/dwCHlwHyw0'",am on a busy train and hardly anyone is wearing a facemask i mean wtaf do people actually enjoy being in a pandem,"York, England","Doncaster, England"
Sat Nov 13 10:58:22 +0000 2021,"b'OPLAN BANDILYO\n\nPersonnel of this station conducted Oplan Bandilyo at Brgy. Old Mahayag, Catbalogan City for commun\xe2\x80\xa6 https://t.co/pq4lHcreK3'",oplan bandilyo personnel of this station conducted oplan bandilyo at brgy old mahayag catbalogan city for commun,Catbalogan City,"Tacloban City, Eastern Visayas"
Sat Nov 13 11:00:31 +0000 2021,b'@Rob__Carson The figures shown for the deaths by Covid19 is totally wrong as they probably didn\xe2\x80\x99t do autopsy\xe2\x80\x99s on t\xe2\x80\xa6 https://t.co/L8opuRohbK',the figures shown for the deaths by covid19 is totally wrong as they probably didn t do autopsy s on t,"North Yorkshire, England","Kirk Deighton, England"
Sat Nov 13 11:00:45 +0000 2021,"b'Absolutely. Because of his incompetence and being a authoritarian narcissistic pig bastard, we\xe2\x80\x99re going to be weari\xe2\x80\xa6 https://t.co/anNbzJtWcE'",absolutely because of his incompetence and being a authoritarian narcissistic pig bastard we re going to be weari,"Blandon, PA","Blandon, PA"
Sat Nov 13 11:03:31 +0000 2021,"b""No, it doesn't reduce the spread.\nStop doing marketing campaign, and tell the truth - vaccine can save lives but it\xe2\x80\xa6 https://t.co/A9WGt4528J""",no it doesnt reduce the spread stop doing marketing campaign and tell the truth vaccine can save lives but it,"Belgrade, Republic of Serbia","Belgrade, Republic of Serbia"
Sat Nov 13 11:03:45 +0000 2021,b'Cuba rejects a donation of 1 million doses of a COVID-19 vaccine from the US. ---- Since this is not a generous off\xe2\x80\xa6 https://t.co/tkbpmrlOoK',cuba rejects a donation of 1 million doses of a covid 19 vaccine from the us since this is not a generous off,"Lahore, Pakistan","Lahore, Pakistan"
Sat Nov 13 11:06:38 +0000 2021,"b""@boredasf74 @CardioStephanie @craigluck1 @WatchChad @1MoniqueWorthy Yeah, but I'm taking precautions. People that d\xe2\x80\xa6 https://t.co/mMelLElCz6""",yeah but im taking precautions people that d,"Austin, TX","Austin, TX"
Sat Nov 13 11:05:55 +0000 2021,b'Read &amp; share this as widely as you can! https://t.co/f4cyDUqr2C',read amp share this as widely as you can,"Somerville, MA","Malden, MA"
Sat Nov 13 11:07:16 +0000 2021,b'Only on BerryNews you have multiple news sites into one simple-single view.\n \nGet the latest news from\xe2\x80\xa6 https://t.co/xaAbKTfiJy',only on berrynews you have multiple news sites into one simple single view get the latest news from,Den Haag,"The Hague, The Netherlands"
Sat Nov 13 11:09:58 +0000 2021,"b'Great (if complex) #COVID19 \xf0\x9f\xa7\xb5, as always \xf0\x9f\x91\x87 https://t.co/8X4ZZJRjop'",great if complex as always,"Hebden Bridge, England","Yorkshire and The Humber, England"
Sat Nov 13 11:11:19 +0000 2021,b'Booster vaccine all boxed off \xf0\x9f\x92\xaa\xf0\x9f\x8f\xbb #COVID19 https://t.co/jpTZkLSB5X',booster vaccine all boxed off,"Liverpool, England","Liverpool, England"
Sat Nov 13 11:11:24 +0000 2021,"b'Back in #Karachi, #Pakistan after almost 2 years and commenced my voluntary #isolation to protect loved ones before\xe2\x80\xa6 https://t.co/5v34CRSEyV'",back in after almost 2 years and commenced my voluntary to protect loved ones before,🇬🇧🇬🇷🇵🇰,"Karachi, Pakistan"
Sat Nov 13 11:12:34 +0000 2021,"b'@Ngati_Au @roonsopo @Drdork74 All 33. NZ uses the WHO definition that defines it ""as a death resulting from a clini\xe2\x80\xa6 https://t.co/2rfn2s0xmN'",all 33 nz uses the who definition that defines it as a death resulting from a clini,Auckland,"Auckland, New Zealand"
Sat Nov 13 11:15:04 +0000 2021,"b""@TheDazeel Yeah, it is! We used to have a second delivery attempt but since Covid19, it's gone. Some do deliver but\xe2\x80\xa6 https://t.co/8qIAsKlv0y""",yeah it is we used to have a second delivery attempt but since covid19 its gone some do deliver but,Netherlands,"Cuijk, Nederland"
Sat Nov 13 11:23:53 +0000 2021,b'I go get my #COVID19 boater Vaccine today #isleofman at greenfield',i go get my boater vaccine today at greenfield,"Douglas, Isle of Man","Douglas, Isle of Man"
Sat Nov 13 11:26:44 +0000 2021,"b'That\xe2\x80\x99s \xe2\x82\xac40-50/week for a family of  four. If you wonder why people won\xe2\x80\x99t do it, there\xe2\x80\x99s your answer https://t.co/1IQ6zzyWZf'",that s 40 50 week for a family of four if you wonder why people won t do it there s your answer,"Cork, Ireland","Cork, Ireland"
Sat Nov 13 11:25:22 +0000 2021,"b""Rice bags and converts are campaigning against election campaign by @narendramodi in name of #covid19. They're not\xe2\x80\xa6 https://t.co/Za2dEBX0fH""",rice bags and converts are campaigning against election campaign by in name of theyre not,"Madras, Tamilnadu, India","Egmore Nungambakkam, India"
Sat Nov 13 11:27:36 +0000 2021,b'But the schools/colleges/ night clubs are safe. ?? https://t.co/a0NIBgJCtX',but the schools colleges night clubs are safe,"South Tipperary, Ireland","South Tipperary, Ireland"
Sat Nov 13 11:31:46 +0000 2021,"b""To deny the deadliest pandemic of our lifetime didn't have anything to do with supply chain shortages and inflation\xe2\x80\xa6 https://t.co/0UXkmT8CjT""",to deny the deadliest pandemic of our lifetime didnt have anything to do with supply chain shortages and inflation,,"Philadelphia, PA"
Sat Nov 13 11:32:39 +0000 2021,b'@RadioBrendanRTE Sure the data show that #covid vaccinated folk still spread #coronavirus and immunity wanes rather\xe2\x80\xa6 https://t.co/7DLSCMllYt',sure the data show that vaccinated folk still spread and immunity wanes rather,Colombia,"Bogotá, D.C., Colombia"
Sat Nov 13 11:33:06 +0000 2021,b'Let me terminate my policy @OldMutualSA https://t.co/kEOprpCmL1',let me terminate my policy,"Soweto, South Africa","Soweto, South Africa"
Sat Nov 13 11:33:25 +0000 2021,"b""@markessien No relationship between blood type and covid19. Which statistical results you're referring? Lesser impa\xe2\x80\xa6 https://t.co/mi7twG63VR""",no relationship between blood type and covid19 which statistical results youre referring lesser impa,Turkey,"Abuja, Nigeria"
Sat Nov 13 11:35:57 +0000 2021,"b'@julesbhrh In the summer my sister had booked tickets for us to have a great night out for my birthday, thinking th\xe2\x80\xa6 https://t.co/lCE96irnc4'",in the summer my sister had booked tickets for us to have a great night out for my birthday thinking th,"Ealing, London, England","Ealing, London"
Sat Nov 13 11:37:15 +0000 2021,b'WHO GIVES A FUCK? Shouldn\xe2\x80\x99t we focus on hospitalization and deaths etc. Wasn\xe2\x80\x99t vaccination a means of decreasing th\xe2\x80\xa6 https://t.co/ewlfppmzFL',who gives a fuck shouldn t we focus on hospitalization and deaths etc wasn t vaccination a means of decreasing th,"Melbourne, Victoria","Melbourne, Victoria"
Sat Nov 13 11:37:18 +0000 2021,"b""Don't forget the health protocols amidst the festival season. Enjoy the festival vibes and also follow the safety p\xe2\x80\xa6 https://t.co/JMLN5Uypau""",dont forget the health protocols amidst the festival season enjoy the festival vibes and also follow the safety p,Lucknow,"Lucknow, India"
Sat Nov 13 11:36:59 +0000 2021,b'Wat bleek? Ik had COVID-19 lmao https://t.co/kM8HLWAwLv',wat bleek ik had covid 19 lmao,"Almere, Nederland","Almere, Nederland"
Sat Nov 13 11:39:04 +0000 2021,"b'@gunnvald1966 Fra artikkelen: \n\xc2\xabGiven the large number of fully vaccinated Israelis, some breakthrough cases were e\xe2\x80\xa6 https://t.co/e6a4MIkywx'",fra artikkelen given the large number of fully vaccinated israelis some breakthrough cases were e,,"Bodø, Norge"
Sat Nov 13 11:38:04 +0000 2021,b'Another milestone for #Assam as over 3 crore doses of vaccines against #COVID19 have been administered so far. Grat\xe2\x80\xa6 https://t.co/SS5pzI1RP1',another milestone for as over 3 crore doses of vaccines against have been administered so far grat,Kaliabor,"Guwahati, India"
Sat Nov 13 11:42:13 +0000 2021,"b""Can't think of what took them so long https://t.co/Xrlr3q3ypX""",cant think of what took them so long,,"Ilford, London"
Sat Nov 13 11:43:11 +0000 2021,b'@tired_elle We should sue Trump for spreading the misinformation that COVID-19 is just a flu..but he has a team of lawyers',we should sue trump for spreading the misinformation that covid 19 is just a flu but he has a team of lawyers,"Karachi, Pakistan","Sindh, Pakistan"
Sat Nov 13 11:50:37 +0000 2021,b'Off to shout at the sat nav! Otherwise known as off to Brent Cross \n\n#morningcommute #weekendwandering #shopping\xe2\x80\xa6 https://t.co/AymRyVaI5w',off to shout at the sat nav otherwise known as off to brent cross,London/Tumblr,"Camden Town, London"
Sat Nov 13 11:54:19 +0000 2021,b'Anyone else struggling to get through to the COVID Passport line in Wales?  I need a paper passport for my 90 year\xe2\x80\xa6 https://t.co/BrdYPaYuyZ',anyone else struggling to get through to the covid passport line in wales i need a paper passport for my 90 year,"Carmarthen, West Wales","Pembroke Dock, Wales"
Sat Nov 13 11:52:58 +0000 2021,b'This UK campaign aims to help people update their mental model on how Covid spreads. Like smoke in the air is such\xe2\x80\xa6 https://t.co/inTXyLkb0L',this uk campaign aims to help people update their mental model on how covid spreads like smoke in the air is such,"Toronto, Canada","Toronto, Ontario"
